"COUNTRY_CODE","HEMISPHERE","ISO_WEEK","ISO_YEAR","flu_year","AH1N12009","AH1","AH3","AH5","AH7N9","BVIC_2DEL","BVIC_3DEL","BVIC_NODEL","BVIC_DELUNK","BYAM","vaccine_H1N1","vaccine_H3N2","vaccine_B_trivalent"
"SWE","NH",23,2020,"2020-2021",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"URY","SH",23,2011,"2011-2012",0,0,0,NA,NA,NA,NA,NA,NA,NA,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"ABW","NH",9,2022,"2022-2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"CAN","NH",32,2014,"2014-2015",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"JPN","NH",7,2010,"2010-2011",251,0,0,0,NA,NA,NA,4,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"JPN","NH",8,2017,"2017-2018",5,0,365,0,0,NA,NA,37,NA,23,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"USA","NH",24,2021,"2021-2022",0,NA,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"VEN","NH",34,2011,"2011-2012",4,0,2,NA,NA,NA,NA,NA,NA,NA,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"X09","NH",42,2014,"2014-2015",0,0,1,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"MYS","NH",51,2017,"2017-2018",10,NA,5,NA,NA,NA,NA,NA,NA,NA,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"SLV","NH",42,2014,"2014-2015",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"MOZ","SH",51,2019,"2019-2020",0,NA,0,0,0,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Switzerland/8060/2017","B/Colorado/06/2017"
"MNE","NH",4,2021,"2021-2022",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"NOR","NH",9,2021,"2021-2022",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"CHN","NH",20,2022,"2022-2023",NA,NA,474,NA,NA,NA,NA,32,NA,NA,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"GHA","NH",13,2018,"2018",10,NA,0,0,0,NA,NA,0,NA,1,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"NCL","SH",11,2020,"2020-2021",0,NA,0,0,0,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/South Australia/34/2019","B/Washington/02/2019"
"RUS","NH",10,2007,"2007-2008",NA,25,27,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"UKR","NH",1,2023,"2023-2024",1,NA,1,NA,NA,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"CIV","NH",36,2012,"2012",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"GIN","NH",35,2023,"2023-2024",0,NA,0,0,0,NA,NA,13,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"JPN","NH",47,2022,"2022-2023",0,0,9,0,0,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"POL","NH",12,2016,"2016-2017",86,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"RUS","NH",32,2017,"2017-2018",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"UZB","NH",34,2012,"2012-2013",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"UZB","NH",32,2023,"2023-2024",0,NA,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"BFA","NH",33,2022,"2022-2023",0,NA,3,0,0,NA,NA,1,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"MDA","NH",41,2017,"2017-2018",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"MOZ","SH",14,2021,"2021-2022",0,NA,0,0,0,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"COL","NH",50,1999,"1999-2000",NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUB","NH",43,2020,"2020-2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"GTM","NH",47,2013,"2013-2014",2,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"MTQ","NH",4,2008,"2008-2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Florida/4/2006"
"THA","NH",2,2018,"2018-2019",1,NA,2,NA,NA,NA,NA,0,NA,1,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"CHL","SH",50,2001,"2001-2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Sichuan/379/99"
"DNK","NH",49,2014,"2014-2015",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"GHA","NH",50,2021,"2021",2,NA,2,0,0,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"PHL","NH",7,2012,"2012-2013",0,0,3,0,NA,NA,NA,1,NA,2,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"BRA","SH",6,2013,"2013-2014",3,0,10,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"ARM","NH",32,2017,"2017-2018",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"MDV","NH",27,2023,"2023-2024",9,0,1,0,0,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"QAT","NH",1,2021,"2021-2022",0,NA,0,0,0,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"DNK","NH",44,2019,"2019-2020",4,0,0,NA,NA,NA,NA,1,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"ZAF","SH",11,2008,"2008-2009",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Florida/4/2006"
"MNG","NH",19,2014,"2014-2015",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"KEN","NH",27,2011,"2011",8,0,0,0,NA,NA,NA,4,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"LUX","NH",43,2016,"2016-2017",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"DOM","NH",42,2012,"2012-2013",0,0,0,NA,NA,NA,NA,NA,NA,NA,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"BGD","NH",45,2018,"2018",NA,NA,NA,NA,NA,NA,NA,0,NA,2,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"ARG","SH",10,2001,"2001-2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Sichuan/379/99"
"SVK","NH",44,2013,"2013-2014",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"LTU","NH",16,2015,"2015-2016",0,0,0,NA,NA,NA,NA,0,NA,1,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"HRV","NH",15,2017,"2017-2018",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"BIH","NH",46,2020,"2020-2021",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"COD","SH",40,2018,"2018-2019",0,NA,0,0,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Phuket/3073/2013"
"CAN","NH",16,2002,"2002-2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Hong Kong/330/2001"
"CHE","NH",30,2023,"2023-2024",0,NA,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"SLE","NH",8,2013,"2013-2014",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"MUS","SH",15,2000,"2000-2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Shangdong/7/97"
"JOR","NH",49,2018,"2018-2019",1,NA,4,0,0,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"HKG","NH",16,2021,"2021-2022",0,NA,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"BTN","NH",1,2024,"2024-2025",2,NA,2,0,0,NA,NA,3,NA,0,"A/Victoria/4897/2022","A/Thailand/8/2022","B/Austria/1359417/2021"
"QAT","NH",16,2021,"2021-2022",0,NA,0,0,0,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"DEU","NH",39,2002,"2002-2003",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Hong Kong/330/2001"
"CHL","SH",30,2002,"2002-2003",NA,13,NA,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Sichuan/379/99"
"X11","NH",33,2022,"2022-2023",0,NA,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"FJI","SH",17,2009,"2009-2010",0,0,0,0,NA,NA,NA,0,NA,0,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"UGA","NH",3,2024,"2024",0,NA,3,0,0,NA,NA,0,NA,NA,"A/Victoria/4897/2022","A/Thailand/8/2022","B/Austria/1359417/2021"
"BTN","NH",4,2022,"2022-2023",0,NA,0,0,0,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"SAU","NH",9,2019,"2019-2020",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"KGZ","NH",49,2018,"2018-2019",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"MDA","NH",45,2018,"2018-2019",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"ZMB","SH",24,2021,"2021-2022",0,NA,6,0,0,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"GIN","NH",32,2020,"2020-2021",0,0,2,0,NA,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"AGO","SH",25,2011,"2011-2012",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"ARG","SH",52,1998,"1998-1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRN","NH",47,2010,"2010-2011",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"LTU","NH",38,2014,"2014-2015",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"POL","NH",3,2000,"2000-2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Beijing/184/93"
"PRK","NH",1,2021,"2021-2022",13,NA,9,0,0,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"BEL","NH",20,2018,"2018-2019",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"BRA","SH",20,2010,"2010-2011",6,0,1,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"UGA","NH",3,2018,"2018",0,NA,0,0,NA,NA,NA,NA,NA,NA,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"AUS","SH",17,2012,"2012-2013",1,0,12,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"MMR","NH",36,2016,"2016-2017",0,0,5,0,0,NA,NA,NA,NA,NA,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"LVA","NH",6,2012,"2012-2013",0,0,5,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"KHM","NH",49,2023,"2023-2024",3,NA,5,0,0,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"TZA","SH",39,2016,"2016",0,NA,0,0,NA,NA,NA,NA,NA,NA,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"BTN","NH",15,2013,"2013-2014",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"LBN","NH",8,2021,"2021-2022",0,0,0,0,0,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"SWE","NH",51,1997,"1997-1998",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOM","NH",14,2014,"2014-2015",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"EGY","NH",8,2023,"2023-2024",8,NA,0,0,0,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"IRL","NH",51,2021,"2021-2022",0,0,3,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"SRB","NH",24,2020,"2020-2021",0,NA,0,0,0,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"MOZ","SH",49,2022,"2022-2023",6,NA,1,0,0,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Perth/16/2009","B/Washington/02/2019"
"PER","SH",27,2017,"2017-2018",0,0,4,NA,NA,NA,NA,1,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"CRI","NH",28,2022,"2022-2023",0,0,13,NA,NA,NA,NA,0,0,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"ARG","SH",50,2017,"2017-2018",0,0,0,NA,NA,NA,NA,0,NA,1,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"MLI","NH",19,2018,"2018-2019",0,NA,0,0,NA,NA,NA,1,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"SVK","NH",11,2015,"2015-2016",4,0,3,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"COL","NH",33,2023,"2023-2024",7,0,0,NA,NA,0,0,4,4,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"SGP","NH",16,2021,"2021",0,NA,0,0,0,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"NER","NH",5,2015,"2015-2016",0,NA,1,0,0,NA,NA,0,NA,1,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"SVK","NH",36,2017,"2017-2018",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"ITA","NH",49,2022,"2022-2023",6,NA,101,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"MDA","NH",16,2017,"2017-2018",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"EST","NH",39,2021,"2021-2022",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"AZE","NH",22,2017,"2017-2018",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"ESP","NH",36,2018,"2018-2019",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"SLE","NH",43,2023,"2023-2024",0,NA,0,0,0,NA,NA,0,NA,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"LVA","NH",19,2010,"2010-2011",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"HND","NH",1,2021,"2021-2022",0,0,0,NA,NA,0,0,0,0,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"EST","NH",37,2009,"2009-2010",2,0,0,NA,NA,NA,NA,0,NA,0,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"BFA","NH",42,2021,"2021-2022",0,NA,0,0,0,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"NLD","NH",49,2020,"2020-2021",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"DEU","NH",49,2016,"2016-2017",0,0,12,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"POL","NH",17,2008,"2008-2009",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Florida/4/2006"
"CHL","SH",25,2023,"2023-2024",9,0,0,NA,NA,0,0,0,0,0,"A/Victoria/4897/2022","A/Darwin/9/2021","B/Austria/1359417/2021"
"THA","NH",5,2022,"2022-2023",0,0,1,0,0,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"SVN","NH",27,2014,"2014-2015",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"NZL","SH",30,2008,"2008-2009",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Florida/4/2006"
"BRA","SH",50,2005,"2005-2006",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wellington/1/2004","B/Shanghai/361/2002"
"CAF","NH",7,2018,"2018-2019",0,NA,0,0,0,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"UZB","NH",1,2019,"2019-2020",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"LTU","NH",19,2019,"2019-2020",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"KAZ","NH",32,2013,"2013-2014",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Massachusetts/2/2012"
"NZL","SH",36,2007,"2007-2008",NA,0,1,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"GRC","NH",43,2012,"2012-2013",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Victoria/361/2011","B/Wisconsin/1/2010"
"TJK","NH",46,2022,"2022-2023",0,NA,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"ARM","NH",21,2021,"2021-2022",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"IND","NH",31,2014,"2014",5,0,42,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Texas/50/2012","B/Massachusetts/2/2012"
"SWE","NH",35,2021,"2021-2022",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"LAO","NH",39,2018,"2018-2019",25,NA,1,0,0,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Singapore/INFIMH-16-0019/2016","B/Colorado/06/2017"
"GRD","NH",36,2020,"2020-2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"PRT","NH",28,2021,"2021-2022",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"VEN","NH",44,2017,"2017-2018",0,0,2,NA,NA,NA,NA,0,NA,1,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"MUS","SH",47,2012,"2012-2013",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"THA","NH",2,2024,"2024-2025",8,NA,17,NA,NA,NA,NA,26,NA,NA,"A/Victoria/4897/2022","A/Thailand/8/2022","B/Austria/1359417/2021"
"MYS","NH",4,2005,"2005-2006",NA,0,0,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/California/7/2004","B/Shanghai/361/2002"
"MDA","NH",44,2022,"2022-2023",0,NA,1,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"FIN","NH",37,2019,"2019-2020",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Brisbane/02/2018","A/Kansas/14/2017","B/Colorado/06/2017"
"DNK","NH",43,2017,"2017-2018",0,0,1,NA,NA,NA,NA,0,NA,0,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"COL","NH",33,2002,"2002-2003",NA,0,2,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Moscow/10/99","B/Hong Kong/330/2001"
"CHL","SH",5,2024,"2024-2025",10,0,11,NA,NA,0,0,0,0,0,"A/Victoria/4897/2022","A/Thailand/8/2022","B/Austria/1359417/2021"
"GRD","NH",10,2021,"2021-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"RUS","NH",9,2020,"2020-2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"MDG","SH",44,2009,"2009-2010",157,0,0,0,NA,NA,NA,0,NA,0,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"COD","SH",29,2012,"2012-2013",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"CHN","NH",9,2017,"2017-2018",790,NA,668,0,2,NA,NA,131,NA,43,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"CAF","NH",4,2015,"2015-2016",0,0,0,0,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"PER","SH",16,2015,"2015-2016",1,0,2,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Switzerland/9715293/2013","B/Phuket/3073/2013"
"NLD","NH",24,2011,"2011-2012",0,0,0,NA,NA,NA,NA,0,NA,0,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"NPL","NH",24,2022,"2022",2,NA,0,NA,NA,NA,NA,0,NA,NA,"A/Victoria/2570/2019","A/Darwin/9/2021","B/Austria/1359417/2021"
"GHA","NH",7,2017,"2017",0,NA,0,0,0,NA,NA,1,NA,1,"A/Michigan/45/2015","A/Hong Kong/4801/2014","B/Brisbane/60/2008"
"BOL","SH",9,2012,"2012-2013",8,0,0,NA,NA,NA,NA,NA,NA,NA,"A/California/7/2009","A/Perth/16/2009","B/Brisbane/60/2008"
"HKG","NH",27,2007,"2007-2008",NA,1,373,NA,NA,NA,NA,NA,NA,NA,"A/New Caledonia/20/99","A/Wisconsin/67/2005","B/Malaysia/2506/2004"
"ABW","NH",29,2020,"2020-2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A/Guangdong-Maonan/SWL1536/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"ARG","SH",21,2021,"2021-2022",0,NA,0,NA,NA,0,NA,0,NA,0,"A/Victoria/2570/2019","A/Hong Kong/2671/2019","B/Washington/02/2019"
"LKA","NH",43,2009,"2009",39,0,0,0,NA,NA,NA,0,NA,0,"A/Brisbane/59/2007","A/Brisbane/10/2007","B/Brisbane/60/2008"
"LTU","NH",41,2021,"2021-2022",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
"X12","NH",34,2021,"2021-2022",0,0,0,NA,NA,NA,NA,0,NA,0,"A/Victoria/2570/2019","A/Cambodia/e0826360/2020","B/Washington/02/2019"
